1,3048
2,165
3,56
4,93
5,21
6,52
7,6
8,40
9,16
10,16
11,4
12,28
13,2
14,11
15,14
16,13
17,2
18,12
20,10
21,8
22,1
23,2
24,11
25,3
26,4
27,3
28,6
30,8
32,4
33,2
35,3
36,4
38,1
39,1
40,2
42,4
44,1
45,3
46,1
48,4
52,3
54,2
56,1
60,4
63,1
66,2
69,1
70,1
75,1
76,1
78,1
88,1
90,2
94,1
96,1
100,1
105,1
108,1
110,1
111,1
115,1
128,2
138,1
142,1
190,1
195,1
275,1
288,1
300,1
356,1
378,1
442,1
648,1
1700,1
5115,1
9000,1
